id,neighbors
406845,"439841,443261,439840,442847,433823,442845,443263,439741,433838,416672,442846,438967,438965,443266,439736,406678,439740,442844,443175,439834,443178,437207,443089,438960,413317,437141,437191,437171,442825,442842,413312,439738,413313,437179,442826,442843,443087,408781,440063,443088,408848,437187,440001,439998,440000,443116,440065,443117,442824,440060,439821,439814,443179,408995,440064,439822,443094,443092,440421,445251,445247,440422,439833,439698,413928"
442836,"447138,447139,442695,439009,447137,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,407277,442837,491761,423329,407327,407287"
443152,"438933,445127,439155,416677,416678,439138,440040,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,439728,439974,407301,442906,443151,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
426448,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,452624,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,430875,443178,510913,476111,415208,442700,405019,476172,476202,405086,491855,476076,476034,448959,407516,442825,442698,400032,476087,476101,476069,442842,448862,473713,476137,439738,415641,408352,442826,442843,402988,489520,430481,507988,505485,418577,412567,476131,476019,440001,454010,439998,476013,440000,450103,442824,484123,418565,428712,417785,492914,451996,429449,399580,443179,408995,432236,420296,402983,425922,418838,486813,476120,483441,402963,405294,415607,428252,422000,416434,478063,416348,420228,435513,465406,401789,493910,428868,467426,415337,468175,486856,476091,448778,493649,452699,406793,476083,427594,462455,439685,437329,499720,502407,442699,481606,437975,455056,400890,444820,446679,504567,437043,401975,476030,489529,440998,430611,433834,452574,440724,470046,402016,477916,401494,489497,434627,497121,441873,430582,445749,504184,409844,459505,502558,399945,448212,493896,448585,455681,420835,456379,435960,406399,439833,476149,439698,446374,476535,427708,413440,431565,435648,508460,454111,413087,439687,466404,442143,400480,404655,450715,403100,502232,439490,476196"
442700,"439756,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,471412,414941,440999,472385,439148,442844,409773,441000,402284,443175,439834,430875,443178,476111,415208,426448,405019,476172,476202,405086,491855,476076,476034,448959,442825,463098,442698,400032,476087,476101,476069,461773,442842,448862,473713,476137,439738,415641,408352,412408,442826,442843,489520,507988,505485,418577,412567,476131,476019,440001,439998,476013,440000,450103,442824,506434,484123,418565,428712,433770,492914,451996,429449,399580,443179,408995,418838,486813,476120,415607,428252,422000,416434,478063,416348,435513,401789,493910,428868,467426,415337,468175,486856,476091,448778,406793,476083,427594,422602,439685,437329,499720,502407,442699,455056,400890,504567,510103,476030,489529,440998,430611,440724,470046,402016,467957,477916,401494,489497,434627,497121,441873,445749,504184,460311,409844,459505,502558,448212,448585,455681,420835,456379,435960,406399,439833,447380,476149,439698,476535,427708,407025,431565,435648,508460,509868,439687,466404,450715,439490,476196"
460474,"451972,484767,456015,419689,427418,429283,435005,468943,408615,433852,432322,409205,436897,422698,400657,402326,429706,416176,492560,467957,478515,409844,502558,433732,465754,469742,426990,419754,426131,458639,434552,415646,429431,415374,425117,440654,470490,495315,458166,435110,458693,422363,419697,399002"
413506,"442972,442973,439803,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,508784,413520,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
404196,"439756,442897,439755,442898,442896,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,467769,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,412912,507936,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,443178,476111,415208,405019,476172,476202,491855,476076,476034,448959,442825,463098,400032,476087,476101,476069,442842,448862,473713,476137,439738,408352,442826,442843,489520,507988,505485,476131,476019,440001,439998,476013,440000,497371,442824,492914,451996,429449,443179,408995,418838,486813,476120,415607,416434,478063,416348,435513,401789,428868,415337,486856,476091,448778,476083,427594,499720,502407,455056,400890,444820,504567,476030,489529,440998,440724,470046,477916,489497,497121,504184,460311,459505,448212,448585,483196,420835,456379,439833,476149,439698,427708,431565,401520,454111,466404,468235,476196"
471557,"471275,472707,472447,483137,471440,470651"
453980,"417716,439743,442728,442730,442741,442742,442739,442737,442735,442738,442726,442723,442740,442727,442734,442729,442722,442721,442736,442725,442732,428381,442731,442743"
419149,"417745,426355,451972,483688,419414,442890,402988,486847,442888,483120,439749,439747,447502,483453,482993,486960,429028,406853,458137,429039,429418,419172,471742,400657,492560,442889,500682,448623,440654,417288,438503,472719,484260"
438960,"439645,439644,442675,439149,442677,442676,442801,442800,439152,442798,442797,442803,442847,442804,442845,439741,439151,442846,439153,439943,439146,438967,438965,439148,439740,406845,494845"
472325,
425875,434271
439728,"438933,445127,439155,416677,416678,439138,440040,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439974,407301,442906,443151,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
413317,"442847,442845,439741,442846,439740,437207,406845,437141,437191,437171,413312,413313,437179,440063,408848,437187,443116,440065,443117,440060,439821,440064,436172,439822,436148,436273,445251,445247,413928,436284"
443275,"439846,439847,443281,443277,416674"
437141,"442847,442845,439741,442846,439740,437207,406845,413317,437200,437191,437171,413312,413313,437179,437217,440063,408848,437187,443116,440065,443117,440060,439821,440064,439822,445251,445247,413928"
409896,"439756,442897,439755,442898,442896,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,412912,507936,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,443178,476111,415208,476172,476202,491855,476076,476034,448959,442825,483727,400032,476087,476101,476069,442842,448862,473713,476137,439738,408352,442826,442843,489520,507988,505485,436138,418577,476131,476019,440001,439998,476013,440000,442824,418565,492914,451996,429449,399580,443179,408995,402983,476120,448088,402963,405294,415607,413225,422000,416434,416348,401789,493910,428868,467426,415337,486856,476091,448778,406793,476083,427594,502407,455056,400890,401975,476030,489529,440998,440724,470046,477916,489497,497121,504184,459505,399945,448212,448585,437588,420835,456379,439833,476149,439698,427708,431565,466404,409617,476196"
467546,"442772,442770,439118,439119,442771,443838,467741,413773,413776,413767,422094,413786,442890,413780,442888,482919,483120,439749,472707,417037,439747,406853,429418,413792,413802,413798,501310,413810,471440,452636,460748,442889,470651,413788,509170,448623,450715"
422094,"442772,442770,439118,439119,442771,443838,467741,413773,440813,413776,429117,413767,405023,467546,413786,407260,442890,413780,457453,405167,442888,482919,483120,484123,439749,472707,417037,439747,406853,429418,413792,413802,413798,440793,418253,501310,413810,408745,429702,471440,452636,429706,466038,467957,460748,442889,470651,413788,509170,448623,495528,450715"
442737,"439810,439809,443028,443029,408696,417716,439743,442728,442730,442741,443027,442742,442739,453980,442735,442738,442726,442723,442740,442727,442734,442729,442722,442721,442736,442725,442732,428381,442731,488662,442743,488485"
405019,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,452624,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,430875,443178,510913,476111,415208,426448,442700,404196,476172,476202,405086,491855,476076,476034,448959,407516,442825,463098,442698,400032,476087,476101,476069,442842,448862,473713,476137,439738,415641,408352,442826,442843,402988,489520,430481,507988,505485,418577,412567,476131,476019,440001,454010,439998,476013,440000,450103,464410,497371,442824,484123,418565,428712,417785,492914,451996,429449,399580,443179,408995,432236,420296,402983,425922,418838,486813,476120,483441,402963,405294,415607,428252,422000,416434,478063,416348,420228,435513,465406,401789,493910,428868,467426,401103,415337,468175,486856,476091,448778,493649,452699,406793,476083,427594,462455,439685,437329,499720,502407,442699,481606,437975,455056,400890,444820,446679,504567,437043,401975,476030,489529,440998,430611,433834,452574,440724,470046,402016,477916,401494,489497,434627,497121,441873,430582,445749,504184,460311,409844,459505,502558,399945,448212,493896,448585,455681,483196,420835,413241,456379,435960,406399,439833,476149,439698,446374,476535,427708,413440,431565,435648,401520,508460,454111,413087,439687,466404,442143,400480,404655,450715,403100,502232,439490,476196"
414020,"442908,442907,439761,442905,439760,407087,414017,442674,442673,442661,442660,485009,438918,442662"
508784,"442972,442973,439803,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,413506,413520,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
450725,"442893,442892,439751,442894,439750,439010,407009,439011,434454,409980,439737,434595,410256,434590"
442923,"439756,443104,442897,443103,439755,442898,442896,443102,439818,439819,442947,442772,442770,439118,439119,442771,442948,407761,442946,439779,439784,439771,413739,404570,408836,442921,413699,439078,421555,442760,439769,442925,413773,439079,443039,440813,443037,443040,413776,443033,413767,405023,442761,440567,440577,413786,500558,442759,440574,407260,442890,486847,407231,413780,414324,415721,443032,440572,405167,442888,439749,414307,439747,443035,440565,442750,429028,406853,414300,414302,458137,429039,414321,433886,413792,414293,413802,414318,413798,423300,468913,439724,401499,440793,437979,483860,442751,475062,414283,442828,414281,413810,442829,418587,418606,408745,442749,442889,500682,419542,509878,418627,413788,442713,410899,439725,419696,442827,472719,420219,472579"
437200,"437207,437141,437191,437171,437179,437217,440063,437187,440065,440060,440064,411485,413928"
413520,"442972,442973,439803,442971,439804,443135,443134,408654,439829,501784,439828,501778,413552,413580,408889,443130,413523,413511,413577,413514,501808,462627,413530,413506,508784,439695,413563,439694,413549,413561,413555,413570,483618,501843,413587"
475667,"465116,444795,447828,445467,451146,447814"
439974,"438933,445127,439155,416677,416678,439138,440040,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,407301,442906,443151,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
476172,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,433833,442798,442797,442803,433823,442804,443127,439151,498236,461133,439153,439943,472265,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,469103,471412,414941,399565,418327,440999,472385,439148,442844,409773,441000,443175,439834,430875,422417,411656,443178,510913,476111,415208,426448,442700,404196,409896,405019,476202,405086,491855,476076,476034,456527,448959,437768,442825,463098,483727,442698,400032,476087,476101,476069,461773,442842,448862,473713,507566,476137,439738,415641,408352,412408,442826,442843,489520,430481,507988,505485,436138,418577,423557,409807,412567,476131,476019,440001,454010,439998,476013,411893,440000,450103,497371,442824,506434,484123,438535,418565,412073,428712,433770,463994,468963,492914,451996,429449,399580,443179,408995,432236,420296,402983,418838,486813,476120,448088,402963,405294,415607,443447,428252,413225,422000,416434,478063,416348,420228,435513,400287,401789,493910,428868,467426,425961,401103,415337,468175,486856,476091,415682,448778,426068,406793,476083,413252,456284,427594,420376,439685,437329,499720,502407,442699,481606,455056,407616,400890,450497,444820,446679,504567,401975,476030,489529,413102,453081,440998,430611,420588,450881,472871,433834,402011,440724,470046,402016,467957,477916,401494,489497,434627,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,502558,463077,399945,448212,493896,448585,418272,455681,485865,483196,437588,485574,418453,495287,493295,420835,413241,438384,495837,456379,435960,406399,439833,447380,476149,439698,446374,476535,459503,427708,449937,413440,442097,431565,435648,401520,399696,476498,419315,454111,407229,439687,466404,409617,442143,400480,468235,450715,403100,448686,417741,502232,439490,476196"
440577,"439756,443104,442897,443103,439755,442898,442896,443102,439818,439819,442947,442772,442770,439118,439119,442771,442948,407761,442946,439779,439784,439771,413739,408836,442921,413699,439078,421555,442760,439769,442925,413773,439079,443039,440813,443037,443040,413776,443033,413767,405023,442761,440567,442923,413786,442759,440574,407260,442890,407231,413780,414324,474641,443032,440572,405167,442888,439749,414307,417037,439747,443035,440565,442750,429028,406853,414300,414302,458137,429039,414321,413792,414293,413802,414318,413798,423300,439724,440793,437979,483860,442751,414283,442828,414281,413810,420966,442829,418587,418606,408745,418602,442749,442889,500682,509878,435186,418627,413788,442713,410899,417327,439725,419696,486383,401588,442827,472719,472579,401267"
476202,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,433833,442798,442797,442803,433823,442804,443127,439151,498236,461133,439153,439943,472265,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,469103,471412,414941,399565,418327,440999,472385,439148,442844,409773,441000,443175,439834,430875,422417,411656,443178,510913,476111,415208,426448,442700,404196,409896,405019,476172,405086,491855,476076,476034,456527,448959,437768,442825,463098,483727,442698,400032,476087,476101,476069,461773,442842,448862,473713,507566,476137,439738,415641,408352,412408,442826,442843,489520,430481,507988,505485,436138,418577,423557,409807,412567,476131,476019,440001,454010,439998,476013,411893,440000,450103,497371,442824,506434,484123,438535,418565,412073,428712,433770,463994,468963,492914,451996,429449,399580,443179,408995,432236,420296,402983,418838,486813,476120,448088,402963,405294,415607,443447,428252,413225,422000,416434,478063,416348,420228,435513,400287,401789,493910,428868,467426,425961,401103,415337,468175,486856,476091,415682,448778,426068,406793,476083,413252,456284,427594,420376,439685,437329,499720,502407,442699,481606,455056,407616,400890,450497,444820,446679,504567,401975,476030,489529,413102,453081,440998,430611,420588,450881,472871,433834,402011,440724,470046,402016,467957,477916,401494,489497,434627,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,502558,463077,399945,448212,493896,448585,418272,455681,485865,483196,437588,485574,418453,495287,493295,420835,413241,438384,495837,456379,435960,406399,439833,447380,476149,439698,446374,476535,459503,427708,449937,413440,442097,431565,435648,401520,399696,476498,419315,454111,407229,439687,466404,409617,442143,400480,468235,450715,403100,448686,417741,502232,439490,476196"
442735,"439810,439809,443028,443029,408696,417716,439743,442728,442730,442741,443027,442742,442739,453980,442737,442738,442726,442723,442740,442727,442734,442729,442722,442721,442736,442725,442732,428381,442731,488662,442743,488485"
407642,"451972,419414,484767,455114,408484,419689,453833,400836,427374,429283,440893,442465,468943,408615,433852,432322,504218,400657,416176,492560,416173,478515,465754,504158,412029,415646,429431,425117,440654,495315,458166,435110,458693,407352,422363,458963,420092"
442738,"439810,439809,443028,443029,408696,417716,439743,442728,442730,442741,443027,442742,442739,453980,442737,442735,442726,442723,442740,442727,442734,442729,442722,442721,442736,442725,442732,428381,442731,488662,442743,488485"
442819,"442772,442770,439118,487244,439119,442771,456376,485633,455057,481709,409658,421555,506885,413773,409773,413776,413767,453884,413786,488269,460315,460194,413780,415721,474641,457453,409807,441877,452483,417037,403777,415828,420413,457892,509459,493910,413792,430496,413802,413798,423300,437979,454301,430639,481769,443605,423114,413810,479428,478980,453081,430611,405936,452636,466038,493658,500958,441873,438084,509878,469742,428576,415867,406745,440647,413788,504150,446374,477700,493519,417327,417208,507797,442143,401267"
455114,"407642,440893"
407301,"438933,445127,439155,416677,416678,447138,439138,440040,447139,442784,447137,439139,442786,430807,439836,442783,442704,442813,442816,439835,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,409023,440045,440041,442818,442811,440042,440401,442822,443108,440084,407314,443163,440081,444493,439019,407337,442703,442701,407277,439977,439978,439975,439970,443155,443157,491761,443153,443152,439728,439974,442906,443151,439731,442702,443154,440079,440036,443162,472892,442840,407327,440683,440228,442957,407287,407318,440025,496597,472914,443164,442910,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
437191,"442847,442845,439741,442846,439740,437207,406845,413317,437141,437200,437171,413312,413313,437179,437217,440063,408848,437187,443116,440065,443117,440060,439821,440064,439822,445251,445247,413928"
442906,"438933,445127,439155,416677,416678,447138,439138,440040,447139,442784,447137,439139,442786,430807,439836,442783,442704,442813,442816,439835,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,409023,440045,440041,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,407277,439977,439978,439975,439970,443155,443157,442659,491761,443153,443152,439728,439974,407301,443151,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,407327,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,442658,443161,440761,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
437171,"442847,442845,439741,442846,439740,437207,406845,413317,437141,437200,437191,413312,413313,437179,437217,440063,408848,437187,443116,440065,443117,440060,439821,440064,439822,445251,445247,413928"
405086,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,442798,442797,442803,442804,443127,439151,461133,439153,439943,400529,508438,508386,439146,508390,452624,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,414941,440999,472385,439148,442844,409773,441000,443175,439834,430875,443178,510913,476111,415208,426448,442700,405019,476172,476202,491855,476076,476034,448959,407516,442825,442698,400032,476087,476101,476069,442842,448862,473713,476137,439738,415641,408352,442826,442843,402988,489520,430481,507988,505485,418577,412567,476131,476019,440001,454010,439998,476013,440000,450103,442824,484123,418565,428712,417785,492914,451996,429449,399580,443179,408995,432236,420296,402983,425922,418838,486813,476120,483441,402963,405294,415607,428252,422000,416434,478063,416348,420228,435513,465406,401789,493910,428868,467426,415337,468175,486856,476091,448778,493649,452699,406793,476083,427594,462455,439685,437329,499720,502407,442699,481606,437975,455056,400890,444820,446679,504567,437043,401975,476030,489529,440998,430611,433834,452574,440724,470046,402016,477916,401494,489497,434627,497121,441873,430582,445749,504184,409844,459505,502558,399945,448212,493896,448585,455681,420835,456379,435960,406399,439833,476149,439698,446374,476535,427708,413440,431565,435648,508460,454111,413087,439687,466404,442143,400480,404655,450715,403100,502232,439490,476196"
443151,"438933,445127,439155,416677,416678,439138,440040,442784,439139,442786,430807,442783,442704,442813,442816,439020,442815,439986,439990,442706,442809,439979,442810,440676,439987,442817,439985,442705,442814,442820,439980,439018,439706,439982,442821,443109,501049,443111,442823,439989,440045,440041,442818,442811,440042,440401,442822,443108,440084,443163,440081,444493,439019,407337,442703,442701,439977,439978,439975,439970,443155,443157,442659,443153,443152,439728,439974,407301,442906,439731,439681,442702,443154,440079,439680,440036,443162,438902,472892,442840,440683,440228,442957,438899,407318,440025,496597,472914,443164,442910,442658,443161,413432,440230,472922,443202,442839,443156,442911,442841,443206,440491"
403129,"417745,442772,442770,433833,439118,439119,442771,452624,402854,413773,440813,413776,413767,405023,413786,407260,442890,407006,413780,415137,405167,442888,439749,441877,439747,406853,495259,457892,399679,468943,400011,433886,413792,419172,430496,413802,408615,413798,423300,439724,440793,437979,482870,432322,442828,409205,413810,426324,486656,442829,418587,418606,408745,418566,418602,459305,410586,413102,453081,452636,416176,418980,467957,410013,442889,446900,419542,405055,410005,509878,418627,417114,413788,485746,415646,451695,432898,448623,410899,425117,478522,470490,417327,439725,419696,486383,417288,401588,442827,419697,493630,401267"
462194,"439097,442764,442763,439096,442765,439841,442670,439094,443261,439840,442671,443263,442672,416672,438955,443266,439712,439713,438952,442791,442790,442792,443089,443084,443083,439815,443087,443082,408781,439816,443088,439814,443094,405798,443092,428119,440421,460453,440422"
423329,"447138,447139,442695,439009,447137,442697,442696,439836,439835,440357,440351,440355,443287,443288,439008,439850,409023,416675,443286,439851,442838,407314,439730,439733,442837,442836,407287,507608,414373"
491855,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,442772,439825,442677,442676,442770,442801,442800,467769,439152,433833,442798,442797,442803,439118,439119,442771,442804,443127,439151,498236,461133,439153,439943,400529,508438,508386,439146,508390,412912,485633,507936,399065,408861,438463,439736,455057,406678,476210,508137,481709,409658,489130,469103,471412,414941,399565,418327,421052,440999,472385,439148,442844,413773,409773,441000,443175,413776,439834,437755,430875,422417,411656,413767,443178,510913,476111,415208,426448,442700,404196,409896,405019,476172,476202,405086,476076,476034,456527,448959,437768,442825,463098,413786,483727,442698,400032,476087,476101,476069,461773,442842,448862,473713,507566,476137,439738,415641,408352,412408,442826,460315,442890,460194,442843,489520,430481,413780,415721,507988,505485,436138,457453,418577,423557,409807,412567,476131,420583,476019,440001,454010,439998,476013,411893,440000,450103,442888,497371,442824,506434,484123,439749,418565,428712,433770,463994,468963,452483,500264,417037,492914,439747,451996,429449,399580,443179,408995,415828,432236,485966,420296,402983,418838,486813,476120,483441,448088,402963,405294,415607,443447,420413,482761,428252,413225,422000,416434,416348,406853,452525,420228,464673,435513,457892,400287,401789,493910,403672,428868,413792,467426,430496,413802,425961,401103,487219,415337,468175,413798,423300,486856,476091,415682,448778,409843,426068,437979,454301,406793,476083,413252,427594,444752,420376,462455,439685,437329,407441,400865,499720,502407,442699,413810,481606,455056,407616,400890,450497,444820,446679,409946,504567,510103,412992,401975,478980,476030,489529,413102,453081,440998,430611,450881,472871,452636,433834,466038,402011,440724,470046,402016,467957,477916,401494,489497,434627,500958,442889,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,411216,502558,431232,399945,448212,493896,448585,418272,455681,485865,483196,437588,509878,418453,495287,493295,420835,438384,495837,413788,456379,435960,406399,439833,447380,476149,439698,504150,446374,476535,459503,427708,477700,449937,413440,496851,442097,431565,435648,401520,508460,476498,509868,417208,454111,439687,466404,476015,409617,442143,400480,468235,450715,403100,448686,417741,502232,439490,476196"
443084,"439097,442764,442763,439096,442765,439841,442670,439094,443261,439840,442671,443263,442672,416672,438955,443266,439712,439713,438952,442791,442790,442792,443089,462194,416578,443083,439815,443087,443082,408781,439816,443088,439814,412054,460662,443094,405798,443092,432909,428119,440421,445251,460453,445247,440422,491418,442715,439842"
477009,
476076,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,433833,442798,442797,442803,433823,442804,443127,439151,498236,461133,439153,439943,472265,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,469103,471412,414941,399565,418327,440999,472385,439148,442844,409773,441000,443175,439834,430875,422417,411656,443178,510913,476111,415208,426448,442700,404196,409896,405019,476172,476202,405086,491855,476034,456527,448959,437768,442825,463098,483727,442698,400032,476087,476101,476069,461773,442842,448862,473713,507566,476137,439738,415641,408352,412408,442826,442843,489520,430481,507988,505485,436138,418577,423557,409807,412567,476131,476019,440001,454010,439998,476013,411893,440000,450103,497371,442824,506434,484123,438535,418565,412073,428712,433770,463994,468963,492914,451996,429449,399580,443179,408995,432236,420296,402983,418838,486813,476120,448088,402963,405294,415607,443447,428252,413225,422000,416434,478063,416348,420228,435513,400287,401789,493910,428868,467426,425961,401103,415337,468175,486856,476091,415682,448778,426068,406793,476083,413252,456284,427594,420376,439685,437329,499720,502407,442699,481606,455056,407616,400890,450497,444820,446679,504567,401975,476030,489529,413102,453081,440998,430611,420588,450881,472871,433834,402011,440724,470046,402016,467957,477916,401494,489497,434627,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,502558,463077,399945,448212,493896,448585,418272,455681,485865,483196,437588,485574,418453,495287,493295,420835,413241,438384,495837,456379,435960,406399,439833,447380,476149,439698,446374,476535,459503,427708,449937,413440,442097,431565,435648,401520,399696,476498,419315,454111,407229,439687,466404,409617,442143,400480,468235,450715,403100,448686,417741,502232,439490,476196"
414225,"439756,442897,439755,442898,442896,442890,442888,443559,439749,439747,406853,423300,493649,506469,505490,470046,442889,420174,500533,410899"
415013,"443838,475132,448921,486349,417037,446733,434368,447759,411216,463028,468115,410899,459104"
453884,"442772,442770,439118,487244,439119,442771,443838,498236,456376,485633,455057,481709,409658,421555,508861,506885,413773,409773,437719,413776,413767,480878,442819,413786,488269,460315,442890,460194,413780,415721,437729,457453,442888,424454,439749,441877,417785,452483,417037,403777,439747,415828,442324,420413,406853,457892,509459,413792,430496,413802,413798,423300,409843,437979,454301,498339,432322,430639,481769,443605,423114,413810,479428,417698,431360,478980,453081,430611,405936,472871,452636,466038,493658,500958,442889,441873,445749,411216,438084,455681,509878,418453,469742,408179,428576,415867,406745,413788,504150,446374,477700,493519,440654,417327,417208,507797,457296,442143,459983,483176,401267"
476034,"439756,495135,442897,439755,442898,442896,423810,443124,439645,412607,439826,439644,442675,439149,443125,439825,442677,442676,442801,442800,439152,433833,442798,442797,442803,433823,442804,443127,439151,498236,461133,439153,439943,472265,400529,508438,508386,439146,508390,412912,507936,399065,408861,439736,406678,476210,508137,409658,489130,469103,471412,414941,399565,418327,440999,472385,439148,442844,409773,441000,443175,439834,430875,422417,411656,443178,510913,476111,415208,426448,442700,404196,409896,405019,476172,476202,405086,491855,476076,456527,448959,437768,442825,463098,483727,442698,400032,476087,476101,476069,461773,442842,448862,473713,507566,476137,439738,415641,408352,412408,442826,442843,489520,430481,507988,505485,436138,418577,423557,409807,412567,476131,476019,440001,454010,439998,476013,411893,440000,450103,497371,442824,506434,484123,438535,418565,412073,428712,433770,463994,468963,492914,451996,429449,399580,443179,408995,432236,420296,402983,418838,486813,476120,448088,402963,405294,415607,443447,428252,413225,422000,416434,478063,416348,420228,435513,400287,401789,493910,428868,467426,425961,401103,415337,468175,486856,476091,415682,448778,426068,406793,476083,413252,456284,427594,420376,439685,437329,499720,502407,442699,481606,455056,407616,400890,450497,444820,446679,504567,401975,476030,489529,413102,453081,440998,430611,420588,450881,472871,433834,402011,440724,470046,402016,467957,477916,401494,489497,434627,497121,441873,469199,445749,493089,408088,504184,460311,409844,476187,459505,502558,463077,399945,448212,493896,448585,418272,455681,485865,483196,437588,485574,418453,495287,493295,420835,413241,438384,495837,456379,435960,406399,439833,447380,476149,439698,446374,476535,459503,427708,449937,413440,442097,431565,435648,401520,399696,476498,419315,454111,407229,439687,466404,409617,442143,400480,468235,450715,403100,448686,417741,502232,439490,476196"
441422,471013
419047,"488051,433833,433823,433838,472265,489130,469103,438201,497121,456379"
