userid;bookid
108934.0;440782,443197,440779,443194,443196
108940.0;449364
108944.0;446959,431823
108951.0;416003,510367
108954.0;483377
108967.0;453771
108969.0;429283,483270,431493,431493
108974.0;439803,442972,408654
108979.0;438899
108981.0;433823
108996.0;403421
109004.0;442923
109008.0;440029,440032,443014,443016,443013
109014.0;438503
109018.0;402161,402161,433823
109019.0;487317,487317
109027.0;438933,439155,416678,440047,445127,460644,485966,440782,443197,440779,443194,443196
109031.0;438933,416677,440047,447139
109032.0;492826
109035.0;461133,467769,467769
109062.0;495259,412770
109072.0;453342
109075.0;474682
109084.0;414890
109117.0;448701
109125.0;439257
109154.0;461736,461736
109172.0;438933,438933,440040,440040
109206.0;413966
109212.0;418603
109214.0;478212
109224.0;425117
109232.0;439741,439094
109252.0;442764,439836,442763,439096,439097,439094
109259.0;438933,439155,416678,416678,440047,445127
109291.0;477524
109295.0;438933,438933,416677,416677,440047,440047
109298.0;407642,400153
109299.0;508969,424776
109301.0;410252
109305.0;401314
109322.0;443170,439832
109346.0;417745,435746,490562
109351.0;438939,438937,447860,460315,443092,443094,500791,402532
109352.0;442973
109358.0;432703
109374.0;439155,411455
109396.0;416188
109414.0;430921
109424.0;422839
109429.0;421850,436405,436410
109436.0;430639,462993
109445.0;452647
109451.0;420871
109460.0;436024,436018,436027
109465.0;438933,439155,416677
109470.0;457298
109485.0;432740
109503.0;439756,443117,440041,442896,443109,443163,443163,443111,443162,443162,443120
109507.0;502302
109517.0;460748
109546.0;431287
109554.0;451295,451295
109558.0;427196
109597.0;400836
109644.0;401148
109663.0;457432
109667.0;444418
109668.0;411860
109694.0;399426
109697.0;470497
109699.0;451310
109726.0;426355
109729.0;459858,459858
109731.0;406370
109758.0;454301
109781.0;448881
109787.0;424912,424912
109792.0;425771,425771
109800.0;439001
109826.0;442838,487253
109827.0;469847
109837.0;414497
109853.0;438933,438933,438933,438933,438933,438933,438933,438933,439155,416677,416677,416677,416677,416677,416677,416677,416677,416679,440047,440047,440047,440047,440047,440047,440047,445127
109880.0;404198
109881.0;419149
109888.0;418457,407239
109889.0;438933,439155,416677,445127,443170,443173
109894.0;433732
109911.0;464153
109915.0;459128
109930.0;477331,421513
109931.0;438933
109959.0;443265
109964.0;439761
109972.0;506885
109980.0;420966
109983.0;438933,438933,416679,445127,445127,445127,440017
109985.0;442683,463103
109986.0;438933,440040
109996.0;417745
110002.0;461715,499800
110003.0;429041,413019,483149
110016.0;439155,487779,487618
110024.0;443084,414404,423228,423394
110036.0;471542,471542,485600
110037.0;508234,506974
110055.0;419587
110063.0;438933,438933,438933,438933,438933,438933,416677,416677,416677,416677,416677,416677
110076.0;465201
110081.0;452182
110083.0;502356
110084.0;442784,465246
110085.0;459684
110097.0;442682
110108.0;426958
110120.0;472504,412172
110126.0;447137,447138
110137.0;399313,399313
110156.0;438933,439155,416677
110161.0;442142
110162.0;442681,439001
110164.0;453386
110178.0;417078
110180.0;439825,443127
110186.0;446733
110187.0;435153
110209.0;426817
110220.0;428729,491725,496661
110223.0;446559
110237.0;440466
110244.0;453485
110251.0;439818,443102,439819,408836,476875
110258.0;467476
110262.0;478694,478694
110264.0;505997
110274.0;405267
110294.0;424421
110296.0;438933,438933,438933,438933,438933,438933,416677,416677,416677,416677,416677,416677,440047,440047,440047,440047,440047,440047
110301.0;493641
110309.0;468175
110314.0;442682
110316.0;464153,502015
110322.0;416679
110337.0;438933,438933,438933,438933,438933,438933,438933,438933,447137,443102,443102,443104,443104,442947,442947,442947,442947,442947,442947,442947,447139,447138,440040,440040,440040,440040,440040,440040,440040,440040,444297,475068,407761,439784,458137
110355.0;405310
110356.0;428803
110369.0;484767
110370.0;431170
110387.0;472325
110404.0;426840,427094
110408.0;446176
110422.0;412300
110438.0;403757
110442.0;468796
110459.0;402094,410650
110514.0;438933,438933,438933,438933,440040,440040,440040
110532.0;428749,419044
110544.0;472367
110546.0;405086,405086
110553.0;410078,410078,461013
110567.0;506885
110577.0;443286,443287,439850,443288,416675,439851
110590.0;457343
110592.0;449468
110652.0;503017,469243,489733
110661.0;463017
110684.0;433823,471412,443595,464740
110699.0;443104,443104,442947,447139,447138,458137
110726.0;421746
110742.0;417545
110750.0;442925
110796.0;439010,407087
110800.0;469266
110802.0;432552,454082,443562
110803.0;403238
110810.0;407617
110823.0;460068
110852.0;416679
110857.0;406724
110868.0;448744
110874.0;438933,438933,438933,438933,439155,439155,439155,416678,416678,416678,440047,440047,440047,440047,440047
110892.0;439439
110896.0;406500
110897.0;472449
110907.0;407021
110912.0;442142
110929.0;439674
110930.0;509265,456456
110944.0;492406
110953.0;429207,429207
110972.0;421940
110974.0;507334,507334
110978.0;400213
110983.0;411576
110985.0;456376
111009.0;411937
111012.0;399580
111021.0;498339
111022.0;459181
111025.0;438447
111034.0;405936
111037.0;463284
111039.0;452034
111042.0;409092,445444
111043.0;438933,439155,416679,449073
111046.0;406441
111087.0;485240
111108.0;498639
111123.0;399899
111136.0;504957
111157.0;472588,472588
111173.0;461133
111178.0;411992,508254,497419
111180.0;432256
111182.0;438933,439858
111183.0;477373,408615
111192.0;439728,442701,442703,442702
111198.0;408899
111200.0;487186
111215.0;420228
111226.0;416099
111244.0;406523
111256.0;408530
111263.0;502407,405310,419966,468175
111271.0;438933,445127,440017
111300.0;429889,419572
111315.0;463535
111316.0;442662
111358.0;432256,438466,435161,466998,500951
111377.0;449073,440169
111403.0;453058
111405.0;458137,434227
111420.0;400325,419572,494974
111423.0;416545,416545,437226
111425.0;430003,472914,472892,429993,429993
111426.0;461112
111432.0;484375
111461.0;404751
111462.0;502464
111468.0;422406
111479.0;461805
111484.0;407257
111485.0;498270
111512.0;429889
111513.0;429238
111528.0;484186
111545.0;411073,497260
111583.0;453794
111592.0;440034,481002
111597.0;443135,443134
111601.0;400213
111624.0;439139,439138,414215
111627.0;405086,486085,486085,460987,460987,463956
111629.0;414524
111639.0;427340
111654.0;409365
111665.0;440830,485169
111667.0;462455,460644,460644,468963,468963
111669.0;439858
111679.0;405226
111682.0;438933,439858
111693.0;406808,409624,409624
111695.0;414946
111713.0;462462
111725.0;490152
111780.0;508071,508198
111788.0;460476
111803.0;425777
111810.0;442797,401683,422844,422844,479841,479841,418101,479814
111820.0;479152,457992,457997,493259
111875.0;433044
111879.0;438933,447137,447139,440040
111888.0;409023,439840,443104,440577,440567,439000,447139,447138,408836,418606,416672,458116,440565,426226
111904.0;458693
111933.0;443404
111936.0;443705,465338
111942.0;506018,444598
111963.0;482870
111992.0;487916
112013.0;504780
112021.0;457704
112038.0;416679
112074.0;423511,431176
112099.0;439826,443124,439825,443127,476013,476030,448862,476210,476202,476111,476275
112100.0;430593
112113.0;424854
112124.0;404900
112136.0;491928
112149.0;482818,444378
112159.0;486882,405940
112187.0;439989,439975
112191.0;498395
112195.0;439148,442803,479830,462978
112197.0;447139,447138
112210.0;488417
112222.0;470533
112227.0;440341
112232.0;408165,487313
112243.0;468098
112248.0;477030
112255.0;452776
112257.0;467838
112261.0;447224,479911,455958
112266.0;469773
112267.0;497615,497615,464016
112292.0;409890,409858
112303.0;468335
112308.0;493150
112309.0;477349
112318.0;406567
112325.0;454418,401066
112329.0;442841
112331.0;417879,430937
112336.0;482847,403248
112361.0;429158
112363.0;413241,413241
112381.0;500749
112397.0;430611,430611
112405.0;501424
112426.0;442682,439840,442683,420413,439000,443266
112427.0;431360,489690
112431.0;399952
112446.0;425771,425771
112451.0;431410
112452.0;447137,442908,447138,427867
112457.0;437768,437768
112473.0;443810
112488.0;418397,436116
112489.0;416452,416452
112500.0;423233
112512.0;405336,405336
112515.0;443104
112527.0;438198
112528.0;414786
112543.0;450725,434595
112562.0;439825,439825,443127,442800,409185
112576.0;399952
112596.0;445350
112597.0;503228
112598.0;477194
112599.0;429856
112605.0;420277
112618.0;438933,438933,416677,416677,440047,440047
112622.0;401851
112632.0;446042
112644.0;438466
112658.0;400325,413078
112661.0;481064
112672.0;458436
112677.0;467382
112681.0;418565
112687.0;478743
112689.0;446476
112725.0;463572
112728.0;419344
112736.0;415607,410387
112743.0;438797,452620
112762.0;479323,504415
112765.0;431585,409223,412169,409422,425515
112775.0;422000,400895
112833.0;419572,447395
112844.0;461738,410232
112846.0;412408,407516,407973
112872.0;416679
112896.0;441347
112912.0;507148
112924.0;412912
112927.0;428488,425123,465627
112944.0;444340
112947.0;439826,439826,439825,443125,443125,443127,443127,408861,408861
112962.0;408277,414215
112965.0;439741,442845,442846,442847,406845,439740
112988.0;452126
112990.0;418168
113009.0;443127,475996
113035.0;457544
113050.0;509683
113066.0;505537
113068.0;449350,509045,482151,497615,481097,499978
113070.0;430178
113077.0;402135,473868,472746,461584
113081.0;468792
113101.0;419094
113106.0;424216,424216
113130.0;448116
113134.0;436671
113140.0;457339,460565
113144.0;449454
113157.0;404236,404236,399565
113162.0;461857,415692
113186.0;468913
113197.0;492696,467476,407239
113210.0;403070
113214.0;503010
113220.0;475996,508592
113224.0;404982,510682
113237.0;429041,429041
113243.0;455417,455417,456017,456017
113249.0;421450,421450,421450
113250.0;434360
113253.0;482604
113255.0;450688,450688
113257.0;430575
113270.0;438933,439155,416677,434454,450725,434595,446069,451459,420789
113309.0;442977,441227
113313.0;487371
113318.0;486710,446042
113322.0;439818,450883
113325.0;424776
113337.0;479223
113352.0;407627
113359.0;439155,439155,416678
113360.0;404236,404236,404236
113377.0;433833,447635,469199
113409.0;445631
113413.0;477868,477868
113415.0;446559
113426.0;438933,439155,416677
113436.0;507216
113443.0;415333
113458.0;403777
113465.0;438933,439155,416677,416679
113497.0;488540
113504.0;411420,410041
113531.0;409890,416566
113539.0;510104,421423
113570.0;499753
113571.0;425355
113580.0;441432
113582.0;442507
113583.0;456376
113586.0;430575
113600.0;490890,457716,457704
113602.0;439155,439155,439155,439155,439155,426355,418360
113603.0;456913
113625.0;438466,438466
113631.0;415013,401684
113632.0;438933,447137,442947,447139,447139,447138,440040,500850
113648.0;447138
113649.0;447137,442906,443205,442910
113657.0;403672,439422,451364,451364
113659.0;443109
113680.0;438933,439155,416677
113682.0;421746,414215
113691.0;464964
113702.0;456913
113706.0;439658
113713.0;428252
113732.0;508774
113744.0;488051,433838
113754.0;423997
113758.0;451990
113788.0;487219
113792.0;433215,461247
113793.0;442325
113803.0;481708,509444
113843.0;420413
113844.0;460068
113857.0;498079,498075
113859.0;438933,438933,439155,439155,416678,416678,445127,445127,439858,439858,440040,440040
113865.0;438933,438933,438933,439155,439155,439155,416678,416678,416678,445127,445127,445127,439858,439858,439858,440040,440040,440040
113872.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,445127,445127,445127,445127,442682,439858,439858,439858,439858,440040,440040,440040,440040,509596
113873.0;438579,438579
113877.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,445127,445127,445127,445127,439858,439858,439858,439858,440040,440040,440040,440040,494697
113879.0;433823,501049,472265
113881.0;478522
113894.0;438933,438933,438933,439155,439155,439155,416678,416678,416678,445127,445127,445127,439858,439858,439858,440040,440040,440040
113903.0;438933
113904.0;439155,416677,487925
113912.0;439155,416677,416679,416679,416678,486009
113933.0;442791,439610
113946.0;454130
113953.0;479841
113961.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,440047,440047,440047,440047
113970.0;424075,462880
113971.0;403777,495033
113981.0;407349
113999.0;452882,401981,508389
114004.0;441065,422363
114008.0;431461
114030.0;490730
114064.0;419398,419398
114066.0;438952,438955,442671,442672
114084.0;483120
114086.0;402236,451239
114093.0;475123,478944
114099.0;439155,416677,416679
114123.0;438933,438933,438933,439155,439155,439155,416678,416678,416678,445127,445127,445127,439858,439858,439858,440040,440040,440040
114127.0;405351
114129.0;501073
114133.0;439858
114136.0;412676
114153.0;438197
114154.0;422363
114179.0;438933,439155,416678,445127,439858,440040
114180.0;467386,442282,485192,402221
114181.0;413190,413175
114198.0;438933,447137,443102,447139,447138,440040
114203.0;419085
114225.0;424075
114240.0;438933,438933,439155,439155,416677,416677,445127,445127,500974
114253.0;399443
114258.0;493171
114260.0;419567
114261.0;418980,411101
114267.0;454992,501792
114272.0;506555
114292.0;438933,438933,439155,416678,416678,440047,440047,445127,445127
114306.0;439858
114315.0;432552,416706
114329.0;430807,442784,442784,442786,480580
114336.0;440045,443111,439943,436069
114365.0;442905,442681,439760,439001,439000,442674,442673,442963,494892
114370.0;441990
114386.0;402366
114389.0;440830
114393.0;469229
114399.0;412912,455519
114405.0;443261,439840,450723
114407.0;433886
114424.0;411742
114427.0;469885,450584
114429.0;471013
114431.0;443104
114457.0;442971,408654
114482.0;431461
114489.0;438201
114505.0;495406,415761,415761,426033,441037
114509.0;510912
114519.0;457255,476515
114527.0;439139
114549.0;479918
114554.0;442804
114564.0;504749
114580.0;429950
114590.0;439146
114614.0;428809,428809,410194
114624.0;500576
114627.0;412358,451976,413241
114638.0;438889
114662.0;484857
114696.0;404655
114702.0;437490
114706.0;432256
114720.0;439094
114740.0;496835
114756.0;429957
114757.0;412874,410182,421577
114790.0;493171,452369
114796.0;493041
114807.0;426355
114810.0;404381
114812.0;438933,439155,416677,439858,405775,405711
114834.0;430695
114942.0;415867
114980.0;443109,443134
115002.0;442675,442676,439813,439814,421462,405244,414982,503184
115003.0;444340,444340
115005.0;425501
115013.0;436757
115016.0;442682
115024.0;417309
115025.0;445127
115033.0;438445
115034.0;447669,484248
115045.0;429534
115051.0;441362
115058.0;495267,416976,404805
115060.0;447139
115068.0;402165
115097.0;438933,416678
115098.0;442893,439751,439750,442894,407009,477681
115115.0;422556
115134.0;482819
115139.0;399121,509234
115143.0;442820,476131,408889
115147.0;407025
115161.0;432314,401494,437329
115162.0;435309,413664
115166.0;431198,507336
115173.0;438813
115177.0;424075
115187.0;459735
115189.0;428649,460603
115198.0;448215,415696
115200.0;483028
115210.0;412177
115220.0;442767,442768
115234.0;443175
115259.0;422680,495138
115270.0;428416
115275.0;438933,438933,438933,442947,442947,442947,440040,440040
115286.0;439155
115288.0;488417
115294.0;442786
115303.0;415353,495395
115330.0;509745
115333.0;427075
115337.0;497051
115338.0;415013,417929
115343.0;422856
115352.0;418253
115357.0;407337,443876,455277
115365.0;407207
115370.0;415074
115377.0;442674,442673,445516
115379.0;435301
115404.0;414000,404797
115414.0;416578
115425.0;399565,438952
115453.0;441422,441422,500431
115455.0;428144
115475.0;447860,447860
115493.0;416102
115503.0;408484
115527.0;503714,503716,503710,503708,503706,503712
115539.0;407087,439803,439803,439804,439804,442972,442973,408654,408654
115544.0;464467
115564.0;476123
115569.0;488051
115579.0;409934
115639.0;442675,442696,442677,442676,439645
115650.0;411520,411520
115651.0;436869,436869
115652.0;438933,439155,416678,445127,439858,440040,481436
115676.0;460644
115684.0;420085
115688.0;442742
115691.0;447139,447138
115694.0;452483
115701.0;438933,416677,416679,416678
115702.0;498340
115732.0;450227
115739.0;449098,449098
115744.0;502351,502351,405943,405943
115761.0;439476
115802.0;413588,413238
115804.0;407383,489594
115826.0;403070
115839.0;481708
115848.0;412912,413225,425961
115854.0;407028
115856.0;432564
115868.0;475012,475012,506901,506901
115872.0;461208
115873.0;468023
115883.0;482675
115884.0;421052
115891.0;417064
115911.0;481752
115913.0;399565,425961
115953.0;479407
115955.0;405614
115965.0;483498
115990.0;429330
115991.0;439155,416677
116006.0;455057
116037.0;407204,508428
116038.0;410899,410912,412405,403338,412439
116039.0;464579
116049.0;419470
116050.0;473713
116077.0;430774
116085.0;438933,462462
116086.0;439826,439825
116096.0;500951
116118.0;450073
116131.0;429913
116138.0;423300
116142.0;438933
116164.0;487186
116179.0;418262
116189.0;399973
116191.0;457131,457096,442471
116223.0;438594,438594
116224.0;440869
116231.0;415204
116233.0;409023,439810,439810,439809,439809,408696,408696,447139,447138,443029,443029,443028,443028
116246.0;442671,489253,454671
116262.0;412054
116264.0;420421
116278.0;444331
116286.0;483441
116287.0;479009
116294.0;471364,400834,402314
116302.0;438933,416679,498617
116332.0;400556
116342.0;483098
116347.0;474255
116360.0;458728,458728
116370.0;439155,439155,439155,439155,416677,416677,416677,416677,439011,407087,442771,439803,439803,439803,439804,439804,439804,442973,408654,408654,408654,442772,442772,439119
116381.0;408262
116382.0;415412
116411.0;439155,469927
116420.0;500541,427216
116450.0;435746,435746
116476.0;474326,429950,464857
116478.0;476069
116513.0;435007
116516.0;415561
116550.0;430695
116559.0;447606,460603
116571.0;444682
116580.0;419085
116591.0;433770
116596.0;471820
116602.0;434245
116606.0;407208
116615.0;506885
116641.0;439756,442898,442896,510878,510942,510942,510911
116660.0;494570
116666.0;431164
116681.0;438933,416679
116698.0;410726
116701.0;423737,423737,435490,435490,435486,435486
116702.0;429431
116709.0;414982
116710.0;432463,409530
116713.0;491743
116724.0;406570,402432
116743.0;438933,439155,416677,416679
116769.0;408635
116770.0;439155,416678
116776.0;440657
116786.0;438933,416679
116803.0;409747
116816.0;453283
116824.0;399753
116834.0;416987,416966
116843.0;476008
116854.0;416678
116887.0;485169
116892.0;468546
116922.0;423813,427052
116929.0;412750
116930.0;414147
116958.0;486960,423524
116974.0;426979
117029.0;402406,402406,506007
117040.0;439948
117050.0;438933,438933,438933,439155,439155,445127,445127
117054.0;408820
117055.0;502508
117075.0;444272,414629,467300
117080.0;412607
117087.0;433352
117101.0;417745
117113.0;430924
117119.0;442682
117144.0;403672
117180.0;417745
117199.0;438933
117210.0;442947,440040
117216.0;442803,503010
117227.0;438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,416678,416678,416678,416678,416678,416678,445127,445127,445127,445127,445127,445127,439858,439858,439858,439858,439858,439858,440040,440040,440040,440040,440040,440040
117252.0;408493
117268.0;460474
117276.0;413215
117293.0;438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,416678,416678,416678,416678,416678,416678,445127,445127,445127,445127,445127,445127,439858,439858,439858,439858,439858,439858,440040,440040,440040,440040,440040,440040
117295.0;438933,416677,440047,442786
117303.0;471881
117309.0;421415
117316.0;400582
117328.0;483375
117329.0;457399
117356.0;427637
117360.0;438933,439155,416678,445127,439858,440040
117395.0;421450
117406.0;438933,416677,440047,442520,442517
117416.0;438933,439155,416678,445127,439858,440040
117418.0;439018
117428.0;451932
117435.0;496000
117439.0;407047,405136
117445.0;422854,399304
117454.0;439818
117455.0;470742,470742,489689
117473.0;437562,447723
117516.0;439836
117527.0;406724,408615
117528.0;467321
117530.0;418327,433194
117555.0;438933,438933,439155,439155,440047,440047,445127,445127
117566.0;411837
117571.0;435173
117601.0;400287,400287
117602.0;460771
117605.0;439756,442898,442898,439755,442896,442896,472265
117629.0;430807,439139
117655.0;438933
117664.0;411392,403805
117669.0;460309
117671.0;421473
117673.0;502422
117690.0;443595,443595
117697.0;479105,490562
117699.0;438933,439155,416678,445127,439858,440040
117737.0;408156,408156
117749.0;405418
117774.0;439155,416677,416679,440047
117789.0;401009
117820.0;430593
117828.0;400232
117833.0;438933,442691
117845.0;444744
117853.0;439826
117863.0;448921
117868.0;440654
117880.0;446016
117882.0;443125
117884.0;442800,490734
117886.0;400758,402465
117915.0;486149
117922.0;421116
117933.0;399626
117942.0;407948
117952.0;434297
117954.0;510810
117956.0;402637
117972.0;423307,428839,450745
117977.0;400281,463886,438484
117981.0;480825
118000.0;422353,422353
118013.0;505416
118017.0;418543
118034.0;412358,475299
118062.0;486111
118069.0;440820
118133.0;454066,444725,472367,419971,421497
118164.0;416679,416678,442706
118178.0;420138
118209.0;409983
118212.0;424127
118222.0;475403
118226.0;487793
118244.0;417338
118264.0;424837,467613
118267.0;443111,443111
118278.0;431008
118284.0;408783
118288.0;428941
118308.0;432515
118314.0;510474
118317.0;442682,442682,442683,442681,412669,412669
118319.0;447138
118321.0;440476
118329.0;442765
118336.0;405745,479492
118441.0;438933
118479.0;435505
118494.0;408292
118498.0;431737
118537.0;502680
118551.0;433838
118559.0;405933
118561.0;419500
118575.0;419315
118581.0;500726
118592.0;426355,426355
118596.0;438933,439155,416678,445127,439858,440040,460304
118600.0;438933,416677
118606.0;475062
118624.0;472186
118630.0;413536,508147
118648.0;422232,437595
118651.0;443154
118679.0;438933,439155,416678,445127,439858,440040
118695.0;419236
118697.0;416679
118698.0;419689
118702.0;438933,439155,439155,416679,416679,416678
118712.0;467476
118740.0;414576
118749.0;439152,439152,414589
118756.0;414300,414302
118771.0;434940
118772.0;410467
118782.0;437562
118840.0;443125
118860.0;420296
118864.0;510913,479492
118869.0;439874
118872.0;460580
118877.0;443124,443127,408861,416674
118879.0;432453
118905.0;488925
118907.0;438949
118922.0;439751,442894
118984.0;485505,485505
118999.0;475062,466475
119013.0;438933,439155,416678,445127,439858,440040,412837
119019.0;399307
119024.0;433770
119043.0;450163
119044.0;481417,481426
119065.0;416891
119071.0;442800,439008,442797,443088,443087,406335,406335
119077.0;485463
119091.0;438384,438384
119096.0;443444
119098.0;424971
119106.0;438933,439858,439858
119108.0;430481
119109.0;482700
119132.0;500778
119142.0;460304
119152.0;495287
119161.0;460277,459389
119162.0;421250
119172.0;428471
119180.0;442756
119186.0;443102,443104,440040
119201.0;439011,439010
119203.0;455057,481149
119229.0;442757
119231.0;446069,424891,445986,451459
119246.0;421819
119257.0;426355,426324
119268.0;445276,445276
119315.0;433823,433823,488051,488051,488051,488051,433833,433833,433833,433833,418128,418128,433770,471412,416578,419966,472265,472265,408352,430496,502084
119322.0;428892
119335.0;443117,405515
119342.0;486786
119362.0;483120,418341,418341
119382.0;432909,416059,412687
119390.0;422813
119399.0;506464
119406.0;443104,442659
119407.0;408529
119422.0;415193,440654
119423.0;438933,438933,438933,439155,439155,439155,416678,416678,416678,445127,445127,445127,443104,439858,439858,439858,440040,440040,440040,440063,440064,440065,440060,441427
119425.0;415583
119432.0;443967
119434.0;416578,413536,453730,400453
119439.0;434535
119440.0;427983
119441.0;411547
119442.0;501577
119450.0;438933,438933,439155,439155,416679,416679,416678,416678
119456.0;448359
119476.0;495983
119496.0;442682,442681,442783,463526,413443
119502.0;417716,417716
119539.0;446215
119553.0;492392
119559.0;438933
119569.0;460662,459053
119576.0;424075,427052
119582.0;444799
119603.0;436712,436712
119608.0;438933,416677,467741,467769,439877,439874,409861
119622.0;405520
119637.0;429051
119640.0;493026
119643.0;405623
119644.0;443173,443171
119656.0;438933,416677,440047
119663.0;438933,438933,416677,416677,440047,440047
119681.0;400631
119722.0;438933,439155,439155,416677
119736.0;463098
119744.0;427840,416428
119762.0;438933,438933,438933,439155,439155,439155,416678,416678,416678,445127,445127,445127,438939,439858,439858,439858,440040,440040,440040
119788.0;504018
119803.0;442661,442660
119810.0;488051
119819.0;469733
119823.0;438003
119831.0;459391
119844.0;498412
119847.0;492964
119861.0;463660
119866.0;439760,439761
119874.0;401429
119884.0;420286
119887.0;410924
119888.0;443124,443125
119901.0;408262,479546
119924.0;466875
119937.0;442763,439096,439094
119942.0;438933,438933,416677,416677,440047,440047
119967.0;406368
119998.0;508460
120011.0;438797
120025.0;442947
120045.0;445962
120059.0;419542,481769,486710
120070.0;443102,443104
120092.0;491160
120116.0;493630,490594,472339
120119.0;438933,443102,440040
120122.0;458150
120146.0;442907,442908
120149.0;429629
120155.0;437436
120162.0;492826
120195.0;442675,430807,439139,439761,439138,407087,442677,442676,442783,447139,439645,439644,429028,429039,472719,472713,472745
120201.0;438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,439155,416677,416677,416677,416677,416677,416677,416677,416677,416677,416677,416679,416679,416679,416679,416679,416679,416679,416679,416679,416679,416679,416679,416679,416678,416678,416678,416678,416678,416678,416678,416678,416678,416678,416678,416678,416678,440047,440047,440047,440047,440047,440047,440047,440047,440047,440047,440047,440047,445127,445127,445127,445127,445127,445127,445127,445127,445127,445127,445127
120202.0;443615
120207.0;462597
120218.0;438933,439155,416679,416678
120227.0;438933,438933,439155,439155,416679,416679,416678,416678
120238.0;500431
120257.0;438933,439155,416679
120262.0;483559
120273.0;443287,406845
120277.0;438933,416677
120284.0;482212,509005,479215
120295.0;510367,501527,495587
120303.0;440668,443955
120307.0;505022
120308.0;406724
120309.0;405077
120328.0;415610,406959,426040
120340.0;443102,443104,443103,439819
120343.0;399889,499683,423153
120347.0;417745
120363.0;413255
120390.0;417327,508519
120403.0;448104,411836
120408.0;414524
120434.0;463428
120435.0;438933,439155,416679,416678
120436.0;456248
120439.0;438933,439155,416677
120503.0;415641,415641
120522.0;438933,416677,440047
120527.0;438933,416677,440047
120531.0;443263,442683,443039,440577,439139,443037,443033,439138,442783,442697,442659,439008,439009,458116,443266
120543.0;416678,429778
120544.0;504035
120550.0;438933,438933,438933,438933,439155,439155,439155,439155,416678,416678,416678,416678,445127,445127,445127,439858,439858,439858,439858,442908,440040,440040,440040,484647,419754,408250
120562.0;456871
120563.0;438933,438933,439155,439155,416679,416679,416678,416678
120565.0;402948
120579.0;442695,442696,502618,451940,478717
120590.0;485966
120593.0;426623
120607.0;471799
120618.0;440919
120647.0;482919,418457
120657.0;453857
120668.0;443127
120687.0;503103
120699.0;469521
120702.0;424912
120714.0;466393
120733.0;461374,443561
120760.0;413522
120761.0;497673
120764.0;500791,500791
120774.0;438933,439155,416679,416678,442893,439751,442892,442894
120775.0;443561
120777.0;458137,434471
120783.0;399065
120786.0;458282
120789.0;438933,440040
120797.0;510240
120803.0;507566
120804.0;421005
120811.0;447139,438503,419414,443246,443260,476518
120817.0;400890
120867.0;439826,439825,408861,431683,505416
120869.0;414445,414445
120882.0;500576
120885.0;438933,416679,416679,416679,416679,416679,416679,416679,416679,416679,416679,416678
120891.0;442676,439645,438960,439644
120897.0;422000,399945,402983,405294,400141,413238
120912.0;435134
120925.0;438933,439155,416678,445127,439858,440040,482807,482807
120930.0;452624,412912
120938.0;413225
120960.0;415649
120994.0;404486,497538
121004.0;449905
121006.0;488042
121034.0;442908
121046.0;400529,412912
121051.0;403622,403622
121066.0;444340
121125.0;424837
121129.0;437877
121137.0;464162
121156.0;408651
121187.0;428873,509806
121194.0;418421
121201.0;428941,416348
121207.0;426840
121217.0;419149,440063,440064,495659,482980,482980
121227.0;401285,404661
121237.0;442682,439000
121242.0;426820
121267.0;400657,400657
121275.0;441219
121280.0;438933,438933,439155,439155,416679,416679,416678,416678
121281.0;487349,423381,428749,487462
121286.0;415867
121290.0;438933,438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,439155,416678,416678,416678,416678,416678,416678,416678
121292.0;429500,429520,429256
121294.0;410194,474122,437676
121305.0;462189
121308.0;428029
121311.0;412029
121312.0;493463
121333.0;438933,438933,439155,439155,416679,416679,416678,416678
121351.0;437246
121354.0;438933,416679
121360.0;418649
121363.0;474032
121365.0;431808
121366.0;453081,443111
121369.0;399952,446520
121380.0;498617,423813
121383.0;483270,468524,468524
121401.0;483224
121416.0;507747
121426.0;419085
121430.0;438466
121439.0;482870,482870
121440.0;410741
121443.0;482675
121451.0;439826,443125,405158,440783,412837
121456.0;498195,476300,423174
121467.0;446176
121468.0;429901
121486.0;502501,439213
121493.0;438933,443104
121496.0;408861
121522.0;478522
121541.0;405920
121562.0;502501
121566.0;445793
121573.0;503463
121588.0;432236
121595.0;438933,416677,399002
121613.0;508522
121630.0;501811,431360,424454
121636.0;407062
121651.0;439155,416678,418273
121662.0;418272,471321
121678.0;420352,477858,422844,423226,477843,462978
121679.0;438933,438933,439155,439155,416679,416679,416678,416678
121686.0;504979
121689.0;408889,476206
121697.0;469628,406990
121703.0;447457
121714.0;458158
121722.0;488051
121730.0;442311,487788
121761.0;439804,408654,442906,442911,442910
121766.0;399240
121784.0;432256
